original_text,sarcasm_score,performance_sentiment,price_sentiment,quality_sentiment,features_sentiment
Took it to the beach using the handle it came with. The quick connect that it uses either totally failed or is a horrible design. It literally fell off walking into the ocean with the 1 wave. Fell to the bottom of about 6 feet of water and was gone. Looked for hours for it. Don't trust that quick connect setup for anything except walking around with it.,0.44985705614089966,0.0,0.0,0.0,0.0
It doesn’t fit my bluram camera and am having trouble finding one that will work,0.4467505216598511,0.0,0.0,0.0,0.0
"That said I am 4''11 so when i stand this is eye level, you can prop it up with books too to get it higher. I think it really is sturdy and took me 15 mins to put it together.",0.45220524072647095,0.0,0.0,1.0,0.0
Easy to use,0.4477423131465912,0.0,0.0,0.0,0.0
Love this! I have mono vision and these are so much better to use!,0.4472198188304901,0.0,0.0,0.0,0.0
The sunglasses look amazing. They work like a dream come true. Thank you very much. Quick delivery too.,0.44496357440948486,0.0,0.0,0.0,0.0
I wanted the microSD card slots to hold the cards more securely. The cards often fall out of the plastic clips on the inside of the case. At least the case has a clasp that keeps it closed.,0.4472935199737549,0.0,0.0,0.0,0.0
Works as it should,0.44762706756591797,0.5,0.0,0.0,0.0
Works as promised. Long cords. Great product. I will purchase more if these go missing as my family loves to steal my chargers. Lol,0.4475884735584259,1.0,0.0,0.0,0.0
Great product. I highly recommend it.,0.44314736127853394,0.0,0.0,0.0,0.0
Perfect for use at the gym. Great design.  Charges in the case and lights up.,0.44551602005958557,0.0,0.0,0.0,0.0
"Don't let the description fool you, like it did me.  These are not bone conduction; there are super tiny ""directional"" speakers at the top of the ear pieces.  I tested them with some music and didn't last a full song.  I've picked up dollar store headphones with better sound quality than these.  No depth whatsoever, just sounds like you're listening to music in a tin can.  As far as the fit goes, I did find them rather comfortable.  However, I sit stationary at a desk most of the day so there isn't many chances for them to fall off.  The microphone does not move, which I'm not a fan of.  Personally, I like the ones that you can push up to silence instead of fishing for a microscopic button on the earpiece.  I'm not sure on the battery life, I haven't used them for longer than a few minutes at a time.  For short phone calls they're okay, so that's what I've been primarily using them for.",0.44690605998039246,0.0,0.0,1.0,0.0
"I like this switch so that I can use 2-PCs (work and personal) connecting them to (1) monitor and (1) set of mouse and keyboard. The switch is controlled by one button. I've not had any issues, just make sure to leave all the cables connected to the switch. I normally disconnect only the cables that are connected directly to the my work laptop to take to work and DO NOT have any issues. I only advise to not disconnect the cables that go INTO Switcher, that may thow off the system. Therefore, if you have a permanent space to leave it alone. I must say it works fast and saves space.",0.4482080936431885,1.0,0.0,0.0,0.0
Work They are great.,0.44431477785110474,0.0,0.0,0.0,0.0
Don't buy from the birdie amazon I guess.,0.4394078850746155,0.0,0.0,0.0,0.0
"Wanted to like it, but it couldn't meet my needs out of the box and they suggest you can upgrade the RAM no problems. Well I did, to 64GB, and it failed immediately. I don't think it can run 64 GB at all. It'll turn on and then it just shutdown for no reason. I was watching temp and everything, no issue recorded. Product support is useless and didn't even get back to me. I then tried the QR code direct on WhatsApp. It went direct to what looked like a DM and the person just said ""Hello"".  Awfully sketchy. If you don't want/need more RAM, probably a decent enough box, BUUUUT don't expect any type of support for it.",0.4479994773864746,0.0,0.0,0.0,0.0
I had purchased a different extender before and it didn't work so i was skeptical.  It was very easy to set up and works great.  Im so happy that i decided to give another brand a chance.,0.4453500211238861,1.0,0.0,0.0,0.0
"[[VIDEOID:fec83dc4d7e68310dd4382f5960b187b]] Initially it was a hit and miss thing. Not sure if it has anything to do with my mouse being a gamer mouse. But after placing a small masking tape, it works nicely.",0.44580498337745667,0.5,0.0,0.0,0.0
"You don’t need the manual, that’s how easy to use it.",0.4442623257637024,0.0,0.0,0.0,0.0
Good product SUPPORTED AIR RISE INC,0.44400590658187866,0.0,0.0,0.0,0.0
"I bought this because of the remote control, I like the idea of having a remote to hit snooze a couple of times in morning, ya not a morning person.  But will tell ya if you want a good quality radio, excellent sound, was really impressed.",0.4435470998287201,0.0,0.0,0.5,0.0
Excelente fácil de llevar en el bolso además muy potente.,0.43768033385276794,0.0,0.0,0.0,0.0
"[[VIDEOID:597662bc24de765977d199f16a499c34]] We’ve had the case on our sons iPad for 2 years now and it’s held up!!! Very durable, easy for him to handle, soft, foam material! Not 100% waterproof! Would buy again. 2 years of use video and this is what it looks like.",0.44595271348953247,0.0,0.0,1.0,0.0
"Complete waste of money, poor quality, connection issues absolutely worthless customer service/care",0.4462399482727051,0.0,-1.0,-1.0,0.0
"It’s more for the galaxy tab, S7, FE, since it doesn’t have the cut out for the speakers for the tab S7 plus",0.4483618140220642,0.0,0.0,0.0,0.0
Delivery was great on time no damage to box or item very happy with the purchase,0.44780513644218445,0.0,0.0,0.0,0.0
This external drive has large capacity for storing videos and photographs.,0.44645971059799194,0.0,0.0,0.0,0.0
I like this product because it has different size connectors.,0.44737058877944946,0.0,0.0,0.0,0.0
These are great for the car so you don’t have cords all over the front seat. But they are a little stiff,0.44703835248947144,0.0,0.0,0.0,0.0
I tried this cable with two different PCs and it didn’t work with either.  The only positive is that the braided cable is sturdy and pretty.,0.44910576939582825,0.0,0.0,0.5,0.0
"They got lost in delivery, but when seller re-sent them they finally got here. My wife loves them. Good sound. Good battery life. And they fit her tiny ear holes.",0.44413208961486816,0.0,0.0,0.0,0.0
"Tried it first with the questionable power supply--the -5V LED for the 24 pin and the +5V for the 4/6/8 pin displays did not turn on. Went to a known working power supply and had the same result. My best guess is that the first power supply is working fine, but this tool does not give me a definitive result.",0.4466557800769806,0.0,0.0,0.0,0.0
"The remote works fine but I can not get it to totally link to our old Toshiba TV.  This remote will not power the TV on and off.  Otherwise, it works fine with our Direct TV.",0.44683632254600525,0.0,0.0,0.0,0.0
Exactly what I needed! It works out perfectly on my desk and cools me down wonderfully! I never need to go on high with it.,0.43963584303855896,1.0,0.0,0.0,0.0
"I had one problem with the tablet: the time zone was consistently wrong. That said, the device otherwise worked perfectly. I contacted the company and explained the problem. They were very quick to respond to several emails, and ultimately fully refunded the purchase price without requiring me return the tablet.<br /><br />The tablet is very lightweight and has excellent screen quality. I use it primarily as a Bluetooth device for my recumbent exercise bike. The video runs very well.",0.4444188177585602,0.0,-1.0,1.0,0.0
